## Date:  August 8, 1998
##
## The Carnegie Mellon Pronouncing Dictionary [cmudict.0.6] is Copyright 1998
## by Carnegie Mellon University. Use of this dictionary, for any research or
## commercial purpose, is completely unrestricted.  If you make use of or
## redistribute this material, we would appreciate acknowlegement of its
## origin.
##
## cmudict.0.6 is the fifth release of cmudict, first released as cmudict.0.1
## in September of 1993.  There was no generally available public release 
## of version 0.5.
##
## See the README in this directory before you use this dictionary.
##
## Thanks to Bill Huggins at BBN; Bill Fisher at NIST; Alex Hauptman,
## Alex Rudnicky, Jack Mostow, Roni Rosenfeld, Richard Stern,
## Matthew Siegler, Kevin Lenzo, Maxine Eskenazi, Mosur Ravishankar,
## Eric Thayer, Kristie Seymore, and Raj Reddy at CMU; Lin Chase at
## LIMSI; Doug Paul at MIT Lincoln Labs; Ben Serridge at MIT SLS; Murray 
## Spiegel at Bellcore; Tony Robinson at Cambridge UK; David Bowness of 
## CAE Electronics Ltd. and CRIM; Stephen Hocking; Jerry Quinn at BNR 
## Canada, and Marshal Midden for bringing to our attention problems and 
## inadequacies with the first releases. Most special thanks to Bob Weide 
## for all his work on prior versions of the dictionary.
##
## We welcome input from users and will continue to acknowledge such input
## in subsequent releases. If I failed to acknowledge your input in this
## release, please remind me and I will update these comments. If I failed to
## fix things that you brought to my attention, please remind me and have
## patience. If I actually fixed things that you brought to my attention and
## you appreciate it, I wouldn't mind a pat on the back.
##
## This version differs from previous releases of cmudict most significantly
## in the addition of new words from the common ARPA tasks for 1996 and 1997.
##
## There are undoubtedly still errors and inconsistencies in this dictionary
## so keep your eyes open for problems and mail them to me.
##
## We hope this dictionary is an improvement over cmudict.0.4.
## 
## email: cmudict@cs.cmu.edu
## web:   http://www.speech.cs.cmu.edu/cgi-bin/cmudict
## ftp:   ftp://ftp.cs.cmu.edu/project/speech/dict/
##
## Thank you for your continued interest in the CMU Pronouncing 
## Dictionary.  Further addictions and improvements are planned
## for forthcoming releases.
##
!exclamation-point  ɛk - sklə - ˈmeɪ - ʃən - pɔɪnt
"close-quote  ˈkloʊz - ˈkwoʊt
neuzil  ˈnu - zəl
neva  ˈneɪ - və
nevada  nə - ˈvɑ - də
nevada's  nə - ˈvæ - dəz
nevada's(2)  nə - ˈvɑ - dəz
nevada(2)  nə - ˈvæ - də
nevadan  nə - ˈvæ - dən
nevadans  nə - ˈvæ - dənz
nevala  neɪ - ˈvɑ - lə
nevarach  nə - ˈvɑ - rətʃ
nevarach's  nə - ˈvɑ - rə - tʃəz
nevarez  neɪ - ˈvɑ - rɛz
neve  ˈniv
neveau  nɪ - ˈvoʊ
nevel  neɪ - ˈvɛl
nevels  ˈnɛ - vəlz
never  ˈnɛ - vɚ
neverland  ˈnɛ - vɚ - lænd
neverland(2)  ˈnɛ - vɚ - lənd
nevermind  ˈnɛ - vɚ - maɪnd
nevermore  ˈnɛ - vɚ - mɔr
nevers  ˈnɛ - vɚz
nevertheless  nɛ - vɚ - ðə - ˈlɛs
neves  ˈnivz
neveu  nɪ - ˈvu
nevil  neɪ - ˈvil
nevile  neɪ - ˈvaɪl
nevill  ˈnɛ - vɪl
neville  ˈnɛ - vɪl
nevills  ˈnɛ - vɪlz
nevils  ˈnɛ - vəlz
nevin  ˈnɛ - vɪn
nevin's  ˈnɛ - vɪnz
nevins  ˈnɛ - vɪnz
nevis  ˈnɛ - vɪs
nevitt  ˈnɛ - vɪt
nevius  ˈni - vi - ɪs
new  ˈnu
new(2)  ˈnyu
new-caledonia  ˈnu - kæ - lə - ˈdoʊ - ni - ə
new-hampshire  ˈnu - ˈhæmp - ʃɚ
new-hampshire's  ˈnu - ˈhæmp - ʃɚz
new-hampshirite  ˈnu - ˈhæmp - ʃɚ - aɪt
new-hampshirites  ˈnu - ˈhæmp - ʃɚ - aɪts
new-jersey  ˈnu - ˈdʒɝ - zi
new-jersey's  ˈnu - ˈdʒɝ - ziz
new-mexican  ˈnu - ˈmɛk - sɪ - kən
new-mexicans  ˈnu - ˈmɛk - sɪ - kənz
new-mexico  ˈnu - ˈmɛk - sə - koʊ
new-mexico's  ˈnu - ˈmɛk - sə - koʊz
new-york  ˈnu - ˈyɔrk
new-york's  ˈnu - ˈyɔrks
new-yorker  ˈnu - ˈyɔr - kɚ
new-yorkers  ˈnu - ˈyɔr - kɚz
new-zealand  ˈnu - ˈzi - lənd
newall  ˈnu - ɔl
newark  ˈnu - ɚk
newark's  ˈnyu - ɚks
newark(2)  ˈnyu - ɚk
newbauer  ˈnu - baʊ - ɚ
newberg  ˈnu - bɚg
newberger  ˈnu - bɚ - gɚ
newbern  ˈnu - bɚn
newberry  ˈnu - bɛ - ri
newbery  ˈnu - bɛ - ri
newbill  ˈnu - bɪl
newbold  ˈnu - boʊld
newborn  ˈnu - bɔrn
newborns  ˈnu - bɔrnz
newbraudwick  nu - ˈbrɑd - wɪk
newbridge  ˈnu - brɪdʒ
newbrough  ˈnu - braʊ
newburg  ˈnu - bɚg
newburger  ˈnu - bɚ - gɚ
newburgh  ˈnu - bɚg
newburn  ˈnu - bɝn
newbury  ˈnu - bɛ - ri
newbury's  ˈnu - bɛ - riz
newby  ˈnu - bi
newcastle  ˈnu - kæ - səl
newcastle's  ˈnu - kæ - səlz
newcom  ˈnu - kəm
newcomb  ˈnu - kəm
newcombe  ˈnu - kəm
newcome  ˈnu - kəm
newcomer  ˈnu - kʌ - mɚ
newcomers  ˈnu - kʌ - mɚz
newcor  ˈnu - kɔr
newedge  ˈnu - ədʒ
newell  ˈnu - əl
newell's  ˈnu - əlz
newer  ˈnu - ɚ
newest  ˈnu - əst
newey  ˈnu - i
newfangle  nu - ˈfæŋ - gəl
newfangled  nu - ˈfæŋ - gəld
newfield  ˈnu - fild
newfound  ˈnu - ˈfaʊnd
newfoundland  ˈnu - fənd - lənd
newgard  ˈnu - gɚd
newgate  ˈnu - geɪt
newgateway  ˈnu - geɪt - weɪ
newhall  ˈnu - hɔl
newhall's  ˈnu - hɔlz
newhard  ˈnu - hɑrd
newhart  ˈnu - hɑrt
newhouse  ˈnu - haʊs
newill  ni - ˈwɪl
newingham  ˈnu - ɪŋ - hæm
newish  ˈnu - ɪʃ
newkirk  ˈnu - kɚk
newlan  ˈnu - lən
newland  ˈnu - lənd
newley  ˈnu - li
newlin  ˈnu - lɪn
newlon  ˈnu - lən
newlun  ˈnu - lən
newly  ˈnu - li
newlyn  ˈnu - lɪn
newlywed  ˈnu - li - wɛd
newlyweds  ˈnu - li - wɛdz
newman  ˈnu - mən
newman's  ˈnu - mənz
newmann  ˈnu - mən
newmark  ˈnu - mɑrk
newmarket  ˈnu - mɑr - kət
newmeyer  ˈnu - maɪ - ɚ
newmont  ˈnu - mɑnt
newmont's  ˈnu - mɑnts
newmyer  ˈnu - mi - ɚ
newnam  ˈnu - nəm
newness  ˈnu - nəs
neworld  ˈnɛ - ˈwɝld
neworld(2)  ˈnu - ˈɝld
newport  ˈnu - pɔrt
newport's  ˈnu - pɔrts
newquist  ˈnu - kwɪst
news  ˈnuz
news'  ˈnuz
news's  ˈnu - zɪz
news(2)  ˈnyuz
newscast  ˈnuz - kæst
newscaster  ˈnuz - kæ - stɚ
newscasters  ˈnuz - kæ - stɚz
newscasts  ˈnuz - kæsts
newscasts(2)  ˈnuz - kæss
newscasts(3)  ˈnuz - kæs
newscorp  ˈnuz - kɔrp
newscorp's  ˈnuz - kɔrps
newsday  ˈnuz - deɪ
newsday's  ˈnuz - deɪz
newsgroup  ˈnuz - grup
newsgroups  ˈnuz - grups
newsham  ˈnu - ʃəm
newshour  ˈnu - zaʊr
newsies  ˈnu - ziz
newsletter  ˈnuz - lɛ - tɚ
newsletter's  ˈnuz - lɛ - tɚz
newsletters  ˈnuz - lɛ - tɚz
newslink  ˈnuz - lɪŋk
newslink's  ˈnuz - lɪŋks
newsmagazine  ˈnuz - mæ - gə - zin
newsmaker  ˈnuz - meɪ - kɚ
newsmakers  ˈnuz - meɪ - kɚz
newsman  ˈnuz - mæn
newsman(2)  ˈnuz - mən
newsmen  ˈnuz - mɪn
newsnight  ˈnuz - naɪt
newsom  ˈnu - zəm
newsome  ˈnu - səm
newson  ˈnu - sən
newspaper  ˈnuz - peɪ - pɚ
newspaper's  ˈnuz - peɪ - pɚz
newspaperman  ˈnuz - peɪ - pɚ - mæn
newspapermen  ˈnuz - pæ - pɚ - mən
newspapers  ˈnuz - peɪ - pɚz
newspapers'  ˈnuz - peɪ - pɚz
newspeak  ˈnu - spik
newspeople  ˈnuz - pi - pəl
newsperson  ˈnuz - pɚ - sən
newspersons  ˈnuz - pɚ - sənz
newsprint  ˈnuz - prɪnt
newsreel  ˈnuz - ril
newsreels  ˈnuz - rilz
newsroom  ˈnuz - rum
newsroom's  ˈnuz - rumz
newsrooms  ˈnuz - rumz
newsstand  ˈnuz - stænd
newsstands  ˈnuz - stændz
newstrom  ˈnuz - trəm
newsum  ˈnu - zəm
newswanger  ˈnuz - wɔŋ - ɚ
newsweek  ˈnuz - wik
newsweek's  ˈnuz - wiks
newsweekly  ˈnuz - wik - li
newswire  ˈnuz - waɪr
newswires  ˈnuz - waɪrz
newswoman  ˈnuz - wʊ - mən
newswomen  ˈnuz - wɪ - mən
newsworthy  ˈnuz - wɝ - ði
newsy  ˈnu - zi
newt  ˈnut
newt's  ˈnuts
newton  ˈnu - tən
newton's  ˈnu - tənz
newtonchik  ˈnu - tɑn - tʃɪk
newtonian  nu - ˈtoʊ - ni - ən
newtown  ˈnu - taʊn
newtowne  ˈnu - taʊn
newts  ˈnuts
newvector  ˈnu - vɛk - tɚ
newville  ˈnu - vɪl
newwave  ˈnu - weɪv
nexgen  ˈnɛks - dʒɛn
nexis  ˈnɛk - sɪs
nexrad  ˈnɛk - sræd
next  ˈnɛkst
next's  ˈnɛksts
next(2)  ˈnɛks
nextel  ˈnɛk - stɛl
nextel's  ˈnɛk - stɛlz
nextstep  ˈnɛkst - stɛp
nextstep(2)  ˈnɛk - stɛp
nexus  ˈnɛk - səs
ney  ˈneɪ
neyens  ˈnaɪnz
neyer  ˈneɪ - ɚ
neyhart  ˈneɪ - hɑrt
neyland  ˈneɪ - lənd
neylon  ˈneɪ - lən
neyman  ˈneɪ - mən
neysa  ˈneɪ - sə
nez  ˈnɛz
ng  ˈɛŋ
ng(2)  ˈɪŋ
ngai  ˈgaɪ
ngai(2)  ɛn - ˈgaɪ
ngema  ɛn - ˈdʒɛ - mɑ
nghi  ˈgi
nghi(2)  ɛn - ˈgi
ngo  ˈgoʊ
ngo's  ˈgoʊz
ngor  ɛ - ˈŋɔr
ngor(2)  ˈgɔr
ngos  ˈgoʊz
nguyen  nu - ˈyɛn
niacin  ˈnaɪ - ə - sən
niacin(2)  ˈnaɪ - ə - sɪn
niad  ˈnaɪ - æd
niagara  naɪ - ˈæ - grə
niagara's  naɪ - ˈæ - grəz
niaid  ˈnaɪ - eɪd
nial  ˈnaɪ - əl
niall  ˈnaɪl
nib  ˈnɪb
nibbe  ˈnɪb
nibble  ˈnɪ - bəl
nibbled  ˈnɪ - bəld
nibbles  ˈnɪ - bəlz
nibbling  ˈnɪ - bəl - ɪŋ
nibbling(2)  ˈnɪ - blɪŋ
nibert  ˈnɪ - bɚt
niblack  ˈnɪ - blæk
niblett  ˈnɪ - blɪt
niblock  ˈnɪ - blɑk
nibs  ˈnɪbz
nic  ˈɛ - ˈnaɪ - ˈsi
nic(2)  ˈnɪk
nicandros  nɪ - ˈkæn - droʊs
nicaragua  nɪ - kɚ - ˈɑ - gwə
nicaragua's  nɪ - kɚ - ˈɑ - gwəz
nicaraguan  nɪ - kɚ - ˈɑ - gwən
nicaraguans  nɪ - kɚ - ˈɑ - gwənz
nicastro  nɪ - ˈkæ - stroʊ
niccoli  ni - ˈkoʊ - li
niccolite  ˈnɪ - kə - laɪt
niccum  ˈnɪ - kəm
nice  ˈnaɪs
nice(2)  ˈnis
nicely  ˈnaɪs - li
nicen  ˈnaɪ - sən
niceness  ˈnaɪs - nəs
nicer  ˈnaɪ - sɚ
nicest  ˈnaɪ - sɪst
niceties  ˈnaɪ - sɪ - tiz
niche  ˈnɪtʃ
nichelson  ˈnɪ - tʃɪl - sən
niches  ˈnɪ - tʃɪz
nichol  ˈnɪ - kɔl
nichola  nɪ - ˈhoʊ - lə
nicholas  ˈnɪ - kə - ləs
nicholas'  ˈnɪ - kə - ləs
nicholas'(2)  ˈnɪk - ləs
nicholas's  ˈnɪ - kə - lə - sɪz
nicholas's(2)  ˈnɪk - lə - sɪz
nicholas(2)  ˈnɪk - ləs
nicholes  ˈnɪk - hoʊlz
nicholi  ˈnɪ - kə - laɪ
nicholl  ˈnɪ - kəl
nicholls  ˈnɪ - kəlz
nichols  ˈnɪ - kəlz
nichols'  ˈnɪ - kəlz
nichols's  ˈnɪ - kəl - zɪz
nicholson  ˈnɪ - kəl - sən
nicholson's  ˈnɪ - kəl - sənz
nichter  ˈnɪk - tɚ
nick  ˈnɪk
nick's  ˈnɪks
nicked  ˈnɪkt
nickel  ˈnɪ - kəl
nickel's  ˈnɪ - kəlz
nickell  ˈnɪ - kəl
nickelodeon  nɪ - kɪ - ˈloʊ - di - ən
nickels  ˈnɪ - kəlz
nickelson  ˈnɪ - kɪl - sən
nickens  ˈnɪ - kənz
nickerson  ˈnɪ - kɚ - sən
nickeson  ˈnɪ - kɪ - sən
nickey  ˈnɪ - ki
nicki  ˈnɪ - ki
nicklas  ˈnɪ - kləz
nicklaus  ˈnɪk - ləs
nicklaus's  ˈnɪk - lə - sɪz
nickle  ˈnɪ - kəl
nickleby  ˈnɪ - kəl - bi
nickles  ˈnɪ - kəlz
nickless  ˈnɪk - ləs
nicklin  ˈnɪ - klɪn
nicklow  ˈnɪ - kloʊ
nickname  ˈnɪk - neɪm
nicknamed  ˈnɪk - neɪmd
nicknames  ˈnɪk - neɪmz
nickol  ˈnɪ - kəl
nickolas  ˈnɪ - kə - ləz
nickoloff  ˈnɪ - kə - lɔf
nickols  ˈnɪ - kəlz
nickolson  ˈnɪ - koʊl - sən
nicks  ˈnɪks
nickson  ˈnɪk - sən
nickum  ˈnɪ - kəm
nicky  ˈnɪ - ki
nicky's  ˈnɪ - kiz
niclaneshia  ˈnɪk - lə - nɛ - ʃə
niclaneshia's  ˈnɪk - lə - nɛ - ʃəz
nicley  ˈnɪk - li
nico  ˈni - koʊ
nicodemo  ni - koʊ - ˈdeɪ - moʊ
nicoderm  ˈnɪ - kə - dɝm
nicol  ˈnɪ - kəl
nicola  nɪ - ˈkoʊ - lə
nicolae  ˈnɪ - koʊ - laɪ
nicolai  ni - koʊ - ˈlɑ - i
nicolaides  ˈnɪ - kə - leɪdz
nicolaisen  ˈnɪ - kə - laɪ - sən
nicolas  ˈnɪ - kə - ləs
nicolau  ˈnɪ - kə - laʊ
nicolaus  ˈnɪ - kə - laʊz
nicolay  ˈnɪ - kə - leɪ
nicole  nɪ - ˈkoʊl
nicole's  nɪ - ˈkoʊlz
nicolet  nɪ - kə - ˈlɛt
nicoletta  nɪ - kə - ˈlɛ - tə
nicolette  nɪ - kə - ˈlɛt
nicoletti  ni - koʊ - ˈlɛ - ti
nicoletti(2)  nɪ - kə - ˈlɛ - ti
nicoli  ni - ˈkoʊ - li
nicolin  ˈnɪ - kə - lɪn
nicolina  ni - koʊ - ˈli - nə
nicoline  ni - koʊ - ˈli - ni
nicolini  ni - koʊ - ˈli - ni
nicoll  ˈnɪ - kəl
nicolle  nɪ - ˈkoʊl
nicollier  nɪ - ˈkoʊ - lyɚ
nicolls  ˈnɪ - kəlz
nicolo  ˈnɪ - kə - loʊ
nicoloff  ˈnɪ - kə - lɔf
nicolosi  ni - koʊ - ˈloʊ - si
nicols  ˈnɪ - kəlz
nicolson  ˈnɪ - koʊl - sən
nicor  ˈnaɪ - kɔr
nicorette  ˈnɪ - kɚ - ɛt
nicosia  nɪ - kə - ˈsi - ə
nicoski  nɪ - ˈkɔs - ki
nicoson  ˈnɪ - kə - sən
nicotera  ni - koʊ - ˈtɛ - rə
nicotine  ˈnɪ - kə - tin
nicotine's  ˈnɪ - kə - tinz
nicotra  nɪ - ˈkɑ - trə
nida  ˈni - də
nidal  nɪ - ˈdɑl
nidal's  nɪ - ˈdɑlz
niday  ˈnaɪ - deɪ
nidiffer  ˈnɪ - dɪ - fɚ
nie  ˈni
nie(2)  ˈnaɪ
niebauer  ˈni - baʊ - ɚ
niebling  ˈni - bəl - ɪŋ
niebling(2)  ˈni - blɪŋ
niebuhr  ˈni - bʊr
niebur  ˈni - bɚ
niece  ˈnis
niece's  ˈni - sɪz
nieces  ˈni - sɪz
nied  ˈnid
niedbala  nid - ˈbɑ - lə
niedbalski  nid - ˈbɑls - ki
nieder  ˈni - dɚ
niederer  ˈni - dɚ - ɚ
niederhauser  ˈni - dɚ - haʊ - zɚ
niederman  ˈnaɪ - dɚ - mən
niedermeier  ˈni - dɚ - maɪ - ɚ
niedermeyer  ˈni - dɚ - maɪ - ɚ
niedzielski  ni - ˈdʒil - ski
niedzwiecki  nidʒ - ˈvits - ki
niehaus  ˈni - haʊs
niehaus(2)  ˈnaɪ - haʊs
niehoff  ˈni - hɔf
niekamp  ˈni - kæmp
niel  ˈnil
nieland  ˈni - lənd
nield  ˈnild
nields  ˈnildz
niels  ˈnilz
nielsen  ˈnil - sən
nielsen's  ˈnil - sənz
nielson  ˈnil - sən
nieman  ˈni - mən
niemann  ˈni - mən
niemczyk  ˈnim - tʃɪk
niemeier  ˈni - maɪ - ɚ
niemela  ni - ˈmɛ - lə
niemeyer  ˈni - maɪ - ɚ
niemi  ˈni - mi
niemiec  ˈni - mik
niemoeller  ˈnaɪ - mɔ - lɚ
niemuth  ˈni - məθ
nienaber  ˈni - nə - bɚ
nienhaus  ˈnin - haʊs
nienhuis  ˈnin - hu - ɪz
nienow  ˈni - noʊ
nier  ˈni - ɚ
nierenberg  ˈnɪ - rən - bɚg
nierman  ˈnɪr - mən
nies  ˈnaɪz
niese  ˈniz
niesen  ˈni - sən
niess  ˈnis
nieto  ˈni - toʊ
nietzsche  ˈni - tʃi
nieves  ni - ˈɛ - vɛs
niezgoda  niz - ˈgoʊ - də
nifedipine  naɪ - ˈfɛ - də - pin
nifedipine(2)  nə - ˈfɛ - də - pin
nifong  ˈnɪ - fɔŋ
nifty  ˈnɪf - ti
nigel  ˈnaɪ - dʒəl
niger  ˈnaɪ - dʒɚ
nigeria  naɪ - ˈdʒɪ - ri - ə
nigeria's  naɪ - ˈdʒɪ - ri - əz
nigerian  naɪ - ˈdʒɪ - ri - ən
nigerians  naɪ - ˈdʒɪ - ri - ənz
nigg  ˈnɪg
niggardliness  ˈnɪ - gɚd - li - nəs
niggardly  ˈnɪ - gɚd - li
nigger  ˈnɪ - gɚ
nigger's  ˈnɪ - gɚz
niggers  ˈnɪ - gɚz
nigh  ˈnaɪ
nighswonger  ˈnaɪs - wɔŋ - ɚ
night  ˈnaɪt
night's  ˈnaɪts
nightclub  ˈnaɪt - klʌb
nightclubs  ˈnaɪt - klʌbz
nightengale  ˈnaɪ - tɪŋ - gəl
nighter  ˈnaɪ - tɚ
nighters  ˈnaɪ - tɚz
nightfall  ˈnaɪt - fɔl
nighthawk  ˈnaɪt - hɔk
nighthorse  ˈnaɪt - hɔrs
nightingale  ˈnaɪ - tɪŋ - geɪl
nightlife  ˈnaɪt - laɪf
nightline  ˈnaɪt - laɪn
nightline's  ˈnaɪt - laɪnz
nightlines  ˈnaɪt - laɪnz
nightly  ˈnaɪt - li
nightmare  ˈnaɪt - mɛr
nightmares  ˈnaɪt - mɛrz
nightmarish  ˈnaɪt - mɛ - rɪʃ
nights  ˈnaɪts
nights'  ˈnaɪts
nightshade  ˈnaɪ - tʃeɪd
nightshirt  ˈnaɪ - tʃɝt
nightstage  ˈnaɪt - steɪdʒ
nightstand  ˈnaɪt - stænd
nightstick  ˈnaɪt - stɪk
nighttime  ˈnaɪt - taɪm
nighttimes  ˈnaɪt - taɪmz
nigrelli  ni - ˈgrɛ - li
nigris  ˈnɪ - grɪs
nigro  ˈnɪ - groʊ
niguel  nɪ - ˈgɛl
nihart  ˈnɪ - hɑrt
nihay  ˈnaɪ - heɪ
nihay(2)  ˈni - heɪ
nihei  nɪ - ˈheɪ
nihilism  ˈnaɪ - ə - lɪ - zəm
nihilists  ˈnaɪ - ə - ləsts
nihilists(2)  ˈnaɪ - ə - ləss
nihilists(3)  ˈnaɪ - ə - ləs
nihiser  ˈnɪ - haɪ - zɚ
nihon  ˈnɪ - hɑn
niihau  ˈni - haʊ
nik  ˈnɪk
nike  ˈnaɪ - ki
nike's  ˈnaɪ - kiz
nikes  ˈnaɪks
nikes(2)  ˈnaɪ - kiz
nikita  nɪ - ˈki - tə
nikita(2)  nə - ˈki - tə
nikk's  ˈnɪks
nikkei  nɪ - ˈkeɪ
nikkei's  ˈni - keɪz
nikkei(2)  ˈni - keɪ
nikkei(3)  ˈnaɪ - ki
nikkel  ˈnɪ - kəl
nikkhah  ˈnɪk - hɑ
nikki  ˈnɪ - ki
nikko  ˈni - koʊ
nikko's  ˈni - koʊz
niko  ˈni - koʊ
niko's  ˈni - koʊz
nikolai  ˈnɪ - koʊ - laɪ
nikolaivich  nɪ - koʊ - ˈlaɪ - vɪtʃ
nikolaus  ˈnɪ - kə - laʊz
nikolic  nɪ - ˈkɑ - lɪk
nikolich  nɪ - ˈkɑ - lɪh
nikon  ˈnaɪ - kɑn
nikou  ˈni - ku
nikovski  nɪ - ˈkɑfs - ki
nil  ˈnɪl
nila  ˈni - lə
nilan  ni - ˈlɑn
niland  ˈnaɪ - lənd
nile  ˈnaɪl
niles  ˈnaɪlz
nilges  ˈnɪl - dʒɪz
nill  ˈnɪl
nilles  ˈnaɪlz
nilly  ˈnɪ - li
nils  ˈnɪlz
nilsen  ˈnɪl - sən
nilson  ˈnɪl - sən
nilsson  ˈnɪl - sən
nimble  ˈnɪm - bəl
nimbly  ˈnɪm - bli
nimbus  ˈnɪm - bəs
nimby  ˈnɪm - bi
nimitz  ˈnɪ - mɪts
nimmer  ˈnɪ - mɚ
nimmo  ˈnɪ - moʊ
nimmons  ˈnɪ - mənz
nimoy  ˈni - mɔɪ
nimrod  ˈnɪm - rɑd
nimrodi  nɪm - ˈroʊ - di
nims  ˈnɪmz
nimtz  ˈnɪmts
nina  ˈnaɪ - nə
nina(2)  ˈni - nə
ninagawa  ni - nɑ - ˈgɑ - wə
nincompoop  ˈnɪŋ - kəm - pup
nincompoops  ˈnɪŋ - kəm - pups
nine  ˈnaɪn
nine's  ˈnaɪnz
ninefold  ˈnɪn - foʊld
niner  ˈnaɪ - nɚ
niners  ˈnaɪ - nɚz
nines  ˈnaɪnz
nineteen  ˈnaɪn - ˈtin
nineteenth  ˈnaɪn - ˈtinθ
nineties  ˈnaɪn - tiz
nineties'  ˈnaɪn - tiz
ninetieth  ˈnaɪn - ti - ɪθ
ninette  nɪ - ˈnɛt
ninety  ˈnaɪn - ti
ninety's  ˈnaɪn - tiz
nineveh  ˈnɪ - nə - və
ning  ˈnɪŋ
ninja  ˈnɪn - dʒə
ninjas  ˈnɪn - dʒəz
ninneman  ˈnɪn - mən
nino  ˈni - noʊ
ninon  ˈnɪ - nən
ninsu  ˈnɪn - su
nintendo  nɪn - ˈtɛn - doʊ
nintendo's  nɪn - ˈtɛn - doʊz
ninth  ˈnaɪnθ
ninths  ˈnaɪnθs
niobite  ˈnaɪ - oʊ - baɪt
niobium  naɪ - ˈoʊ - bi - əm
nip  ˈnɪp
nipon  ˈnɪ - pɑn
nipp  ˈnɪp
nipped  ˈnɪpt
nipper  ˈnɪ - pɚ
nippert  ˈnɪ - pɚt
nipping  ˈnɪ - pɪŋ
nipple  ˈnɪ - pəl
nippon  nɪ - ˈpɑn
nippondenso  nɪ - pɑn - ˈdɛn - soʊ
nippy  ˈnɪ - pi
nipsco  ˈnɪp - skoʊ
niquette  nɪ - ˈkɛt
nir  ˈnɪr
nirenberg  ˈnaɪ - rən - bɚg
niriko  ˈnɪ - rɪ - koʊ
niro  ˈnɪ - roʊ
nirvana  nɪr - ˈvɑ - nə
nirvana's  nɪr - ˈvɑ - nəz
nirvana's(2)  nɚ - ˈvɑ - nəz
nirvana(2)  nɚ - ˈvɑ - nə
nisbet  ˈnɪz - bət
nisbett  ˈnɪs - bɪt
nisei  nɪ - ˈseɪ
nishi  ˈni - ʃi
nishida  ni - ˈʃi - də
nishikawa  ni - ʃi - ˈkɑ - wə
nishimo  nɪ - ˈʃi - moʊ
nishimoto  ni - ʃi - ˈmoʊ - toʊ
nishimura  ni - ʃi - ˈmʊ - rə
nishioka  ni - ʃi - ˈoʊ - kə
nishiyama  ni - ʃi - ˈyɑ - mə
nishizawa  ni - ʃɪ - ˈzɑ - wə
niskanen  ˈnɪs - kə - nən
nisley  ˈnɪz - li
nissa  ˈnɪ - sə
nissan  ˈni - sɑn
nissan's  ˈni - sɑnz
nissans  ˈni - sɑnz
nissei  nɪ - ˈseɪ
nissen  ˈnɪ - sən
nissenbaum  ˈnɪ - sən - baʊm
nisshin  ˈnɪ - ʃɪn
nissho  ˈnɪ - ʃoʊ
nissim  ˈnɪ - sɪm
nissin  ˈnɪ - sɪn
nissley  ˈnɪs - li
nist  ˈnɪst
nistler  ˈnɪst - lɚ
niswander  ˈnɪs - wɔn - dɚ
niswonger  ˈnɪs - wɔŋ - ɚ
nit  ˈnɪt
nita  ˈni - tə
nite  ˈnaɪt
nithuekan  nɪθ - wə - ˈkɑn
nithuekan's  nɪθ - wə - ˈkɑnz
nitka  ˈnɪt - kə
nitpick  ˈnɪt - pɪk
nitpicking  ˈnɪt - pɪ - kɪŋ
nitrate  ˈnaɪ - treɪt
nitrates  ˈnaɪ - treɪts
nitrating  ˈnaɪ - treɪ - tɪŋ
nitration  naɪ - ˈtreɪ - ʃən
nitric  ˈnaɪ - trɪk
nitride  ˈnaɪ - traɪd
nitriles  ˈnaɪ - trəlz
nitro  ˈnɪ - troʊ
nitrocellulose  naɪ - troʊ - ˈsɛl - yə - loʊs
nitrogen  ˈnaɪ - trə - dʒən
nitrogenous  naɪ - ˈtrɑ - dʒə - nəs
nitroglycerin  naɪ - troʊ - ˈglɪ - sɚ - ən
nitroglycerin(2)  naɪ - trə - ˈglɪ - sɚ - ən
nitroglycerin(3)  naɪ - tʃrə - ˈglɪ - sɚ - ən
nitroglycerine  naɪ - troʊ - ˈglɪ - sɚ - ən
nitroglycerine(2)  naɪ - trə - ˈglɪ - sɚ - ən
nitroglycerine(3)  naɪ - tʃrə - ˈglɪ - sɚ - ən
nitrosamines  nɪ - trɑ - sə - ˈminz
nitrosomine  nɪ - trɑ - sə - ˈmin
nitrosomines  nɪ - trɑ - sə - ˈminz
nitrous  ˈnɪ - trəs
nitsa  ˈnɪt - sə
nitsch  ˈnɪtʃ
nitsche  ˈnɪtʃ
nitschke  ˈnɪtʃk
nitta  ˈnɪ - tə
nitta(2)  ˈni - tə
nitto  ˈnɪ - toʊ
nitty  ˈnɪ - ti
nitz  ˈnɪts
nitza  ˈnɪt - zə
nitza's  ˈnɪt - zəz
nitzberg  ˈnɪts - bɚg
nitze  ˈnɪt - si
nitzel  ˈnɪt - zəl
nitzsche  ˈnɪtzʃ
nitzsche(2)  ˈnɪtʃ
niven  ˈnaɪ - vən
nivens  ˈnaɪ - vənz
niver  ˈnaɪ - vɚ
nivison  ˈnɪ - vɪ - sən
nix  ˈnɪks
nixdorf  ˈnɪks - dɔrf
nixdorf's  ˈnɪks - dɔrfs
nixed  ˈnɪkst
nixes  ˈnɪk - sɪz
nixie  ˈnɪk - si
nixon  ˈnɪk - sən
nixon's  ˈnɪk - sənz
nixons  ˈnɪk - sənz
nizar  ˈnaɪ - zɑr
nizhny  ˈnɪʒ - ni
